alt_brand,alt_generic,alt_manu,year,total_claims_16,total_claims_17
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,sun pharmaceuti,2013,19672,NA
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,sun pharmaceuti,2014,25360,NA
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,sun pharmaceuti,2015,9368,NA
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,sun pharmaceuti,2016,784,NA
myalept,metreleptin,aegerion pharma,2016,NA,149
metronidazole,metronidazole,actavis pharma/,2013,577051,74825
metronidazole,metronidazole,actavis pharma/,2014,611950,78033
metronidazole,metronidazole,actavis pharma/,2015,479277,428768
metronidazole,metronidazole,actavis pharma/,2016,447141,445078
nuvessa,metronidazole,actavis/allerga,2015,54,NA
nuvessa,metronidazole,actavis/allerga,2016,70,NA
metronidazole,metronidazole,aurobindo pharm,2015,265,355
metronidazole,metronidazole,aurobindo pharm,2016,29167,44356
metronidazole,metronidazole,mylan instituti,2013,2102,1000
metronidazole,metronidazole,mylan instituti,2014,2496,1433
metronidazole,metronidazole,mylan instituti,2015,2615,1976
metronidazole,metronidazole,mylan instituti,2016,1637,1434
metronidazole,metronidazole,nivagen pharmac,2016,NA,74
flagyl,metronidazole,pharmaci/pfizer,2013,269,180
flagyl,metronidazole,pharmaci/pfizer,2014,265,156
flagyl,metronidazole,pharmaci/pfizer,2015,221,139
flagyl,metronidazole,pharmaci/pfizer,2016,217,122
metronidazole,metronidazole,"pliva, inc",2013,803190,NA
metronidazole,metronidazole,"pliva, inc",2014,723831,NA
metronidazole,metronidazole,"pliva, inc",2015,762535,NA
metronidazole,metronidazole,"pliva, inc",2016,735352,NA
metronidazole,metronidazole,rising pharm,2016,NA,7303
metronidazole,metronidazole,teva usa,2013,NA,803190
metronidazole,metronidazole,teva usa,2014,NA,723831
metronidazole,metronidazole,teva usa,2015,NA,762535
metronidazole,metronidazole,teva usa,2016,NA,735352
metrogel-vaginal,metronidazole,valeant,2013,104,NA
metrogel-vaginal,metronidazole,valeant,2014,137,NA
metrogel-vaginal,metronidazole,valeant,2015,192,NA
metrogel-vaginal,metronidazole,valeant,2016,120,NA
metronidazole,metronidazole/sodium chloride,claris lifescie,2013,109,NA
metronidazole,metronidazole/sodium chloride,claris lifescie,2014,367,NA
metronidazole,metronidazole/sodium chloride,claris lifescie,2015,559,NA
metronidazole,metronidazole/sodium chloride,claris lifescie,2016,559,NA
metronidazole,metronidazole/sodium chloride,claris/baxter,2013,NA,109
metronidazole,metronidazole/sodium chloride,claris/baxter,2014,NA,367
metronidazole,metronidazole/sodium chloride,claris/baxter,2015,NA,559
metronidazole,metronidazole/sodium chloride,claris/baxter,2016,NA,559
oravig,miconazole,midatech pharma,2015,NA,24
oravig,miconazole,midatech pharma,2016,NA,141
midazolam hcl,midazolam hcl,akorn inc.,2013,34,93
midazolam hcl,midazolam hcl,akorn inc.,2014,112,164
midazolam hcl,midazolam hcl,akorn inc.,2015,81,115
midazolam hcl,midazolam hcl,akorn inc.,2016,128,190
midazolam hcl,midazolam hcl,app/fresenius k,2013,2363,1910
midazolam hcl,midazolam hcl,app/fresenius k,2014,2588,2168
midazolam hcl,midazolam hcl,app/fresenius k,2015,1550,1299
midazolam hcl,midazolam hcl,app/fresenius k,2016,965,834
midazolam hcl,midazolam hcl,fresenius kabi,2013,NA,453
midazolam hcl,midazolam hcl,fresenius kabi,2014,NA,420
midazolam hcl,midazolam hcl,fresenius kabi,2015,NA,251
midazolam hcl,midazolam hcl,fresenius kabi,2016,NA,131
midazolam hcl,midazolam hcl,perrigo co.,2013,NA,150
midazolam hcl,midazolam hcl,perrigo co.,2014,NA,38
midazolam hcl,midazolam hcl,perrigo co.,2015,NA,14
midazolam hcl,midazolam hcl,perrigo co.,2016,NA,64
midazolam hcl,midazolam hcl/pf,bd rx inc./app,2015,109,NA
midazolam hcl,midazolam hcl/pf,bd rx inc./app,2016,135,NA
midazolam hcl,midazolam hcl/pf,fresenius kabi,2015,NA,109
midazolam hcl,midazolam hcl/pf,fresenius kabi,2016,NA,135
midazolam hcl,midazolam hcl/pf,hospira/pfizer,2013,2092,2043
midazolam hcl,midazolam hcl/pf,hospira/pfizer,2014,4771,4700
midazolam hcl,midazolam hcl/pf,hospira/pfizer,2015,5386,5190
midazolam hcl,midazolam hcl/pf,hospira/pfizer,2016,8270,8129
midazolam hcl,midazolam hcl/pf,sagent pharmace,2013,777,653
midazolam hcl,midazolam hcl/pf,sagent pharmace,2014,3721,3090
midazolam hcl,midazolam hcl/pf,sagent pharmace,2015,1480,1326
midazolam hcl,midazolam hcl/pf,sagent pharmace,2016,1153,1079
midodrine hcl,midodrine hcl,ahp,2015,1704,1712
midodrine hcl,midodrine hcl,ahp,2016,739,800
midodrine hcl,midodrine hcl,avkare,2013,NA,18
midodrine hcl,midodrine hcl,avkare,2014,NA,31
midodrine hcl,midodrine hcl,avkare,2015,NA,48
midodrine hcl,midodrine hcl,avkare,2016,NA,109
miglitol,miglitol,sun pharmaceuti,2016,NA,1572
milrinone lactate,milrinone lactate,hospira/pfizer,2015,63,100
milrinone lactate,milrinone lactate,hospira/pfizer,2016,539,650
milrinone in 5% dextrose,milrinone lactate/d5w,baxter healthca,2013,14,25
milrinone in 5% dextrose,milrinone lactate/d5w,baxter healthca,2014,65,76
milrinone in 5% dextrose,milrinone lactate/d5w,baxter healthca,2015,135,143
milrinone in 5% dextrose,milrinone lactate/d5w,baxter healthca,2016,111,188
milrinone in 5% dextrose,milrinone lactate/d5w,hospira/pfizer,2013,22,45
milrinone in 5% dextrose,milrinone lactate/d5w,hospira/pfizer,2014,65,83
milrinone in 5% dextrose,milrinone lactate/d5w,hospira/pfizer,2015,186,191
milrinone in 5% dextrose,milrinone lactate/d5w,hospira/pfizer,2016,95,194
minocycline hcl,minocycline hcl,global pharm,2013,3764,NA
minocycline hcl,minocycline hcl,global pharm,2014,635,NA
minocycline hcl,minocycline hcl,global pharm,2015,289,NA
minocycline hcl,minocycline hcl,global pharm,2016,235,NA
minocin,minocycline hcl,medicines comp.,2016,NA,91
minocycline hcl er,minocycline hcl,prugen pharmace,2016,NA,58
minocycline hcl,minocycline hcl,ranbaxy pharma,2013,112504,112336
minocycline hcl,minocycline hcl,ranbaxy pharma,2014,133929,133765
minocycline hcl,minocycline hcl,ranbaxy pharma,2015,133088,132916
minocycline hcl,minocycline hcl,ranbaxy pharma,2016,81941,81870
minocycline hcl er,minocycline hcl,sandoz,2013,242,198
minocycline hcl er,minocycline hcl,sandoz,2014,391,315
minocycline hcl er,minocycline hcl,sandoz,2015,305,218
minocycline hcl er,minocycline hcl,sandoz,2016,296,204
minocycline hcl,minocycline hcl,teva usa,2013,126108,124442
minocycline hcl,minocycline hcl,teva usa,2014,124173,122679
minocycline hcl,minocycline hcl,teva usa,2015,49475,48125
minocycline hcl,minocycline hcl,teva usa,2016,23766,23469
minocycline hcl,minocycline hcl,torrent pharmac,2016,NA,64752
minocin,minocycline hcl,valeant,2014,18,NA
minocin,minocycline hcl,valeant,2015,144,NA
minocin,minocycline hcl,valeant,2016,144,NA
kynamro,mipomersen sodium,genzyme/kastle,2013,21,NA
kynamro,mipomersen sodium,genzyme/kastle,2014,125,NA
kynamro,mipomersen sodium,genzyme/kastle,2015,185,NA
kynamro,mipomersen sodium,genzyme/kastle,2016,125,NA
mirtazapine,mirtazapine,actavis pharma/,2013,374653,90928
mirtazapine,mirtazapine,actavis pharma/,2013,374653,283725
mirtazapine,mirtazapine,actavis pharma/,2014,372464,77185
mirtazapine,mirtazapine,actavis pharma/,2014,372464,295279
mirtazapine,mirtazapine,actavis pharma/,2015,217609,43552
mirtazapine,mirtazapine,actavis pharma/,2015,217609,174057
mirtazapine,mirtazapine,actavis pharma/,2016,133280,24644
mirtazapine,mirtazapine,actavis pharma/,2016,133280,108636
mirtazapine,mirtazapine,actavis/impax g,2013,NA,21271
mirtazapine,mirtazapine,actavis/impax g,2014,NA,20354
mirtazapine,mirtazapine,actavis/impax g,2015,NA,20779
mirtazapine,mirtazapine,actavis/impax g,2016,NA,30283
mirtazapine,mirtazapine,ahp,2013,22193,21723
mirtazapine,mirtazapine,ahp,2014,28501,28154
mirtazapine,mirtazapine,ahp,2015,23679,22800
mirtazapine,mirtazapine,ahp,2016,15347,14746
mirtazapine,mirtazapine,aurobindo pharm,2013,1820832,1820681
mirtazapine,mirtazapine,aurobindo pharm,2014,2492185,2491922
mirtazapine,mirtazapine,aurobindo pharm,2015,2710226,2709278
mirtazapine,mirtazapine,aurobindo pharm,2016,2858253,2857990
mirtazapine,mirtazapine,major pharmaceu,2016,NA,1327
mirtazapine,mirtazapine,mylan,2016,584800,748789
mirtazapine,mirtazapine,mylan instituti,2013,41667,41769
mirtazapine,mirtazapine,mylan instituti,2014,45577,45637
mirtazapine,mirtazapine,mylan instituti,2015,42470,42507
mirtazapine,mirtazapine,mylan instituti,2016,30531,30595
remeron,mirtazapine,organon pharm.,2013,5637,4727
remeron,mirtazapine,organon pharm.,2014,5872,5018
remeron,mirtazapine,organon pharm.,2015,5324,4503
remeron,mirtazapine,organon pharm.,2016,4512,4113
mirtazapine,mirtazapine,sun pharmaceuti,2016,NA,38367
mirtazapine,mirtazapine,teva usa/impax,2013,21271,NA
mirtazapine,mirtazapine,teva usa/impax,2014,20354,NA
mirtazapine,mirtazapine,teva usa/impax,2015,20779,NA
mirtazapine,mirtazapine,teva usa/impax,2016,30283,NA
cytotec,misoprostol,pharmaci/pfizer,2013,82,NA
cytotec,misoprostol,pharmaci/pfizer,2014,72,NA
cytotec,misoprostol,pharmaci/pfizer,2015,91,NA
cytotec,misoprostol,pharmaci/pfizer,2016,55,NA
modafinil,modafinil,alembic pharmac,2016,NA,877
modafinil,modafinil,avkare,2015,112,NA
modafinil,modafinil,avkare,2016,112,NA
modafinil,modafinil,citron pharma l,2016,NA,15020
modafinil,modafinil,mylan instituti,2013,87,NA
modafinil,modafinil,mylan instituti,2014,82,NA
modafinil,modafinil,mylan instituti,2015,87,NA
modafinil,modafinil,mylan instituti,2016,62,NA
modafinil,modafinil,qualitest/par p,2013,23310,21541
modafinil,modafinil,qualitest/par p,2014,54996,51466
modafinil,modafinil,qualitest/par p,2015,72381,69016
modafinil,modafinil,qualitest/par p,2016,28608,27301
moexipril-hydrochlorothiazide,moexipril/hydrochlorothiazide,glenmark pharma,2013,49710,42652
moexipril-hydrochlorothiazide,moexipril/hydrochlorothiazide,glenmark pharma,2014,46689,39898
moexipril-hydrochlorothiazide,moexipril/hydrochlorothiazide,glenmark pharma,2015,11188,9736
moexipril-hydrochlorothiazide,moexipril/hydrochlorothiazide,glenmark pharma,2016,569,456
molindone hcl,molindone hcl,corepharma llc,2016,NA,555
mometasone furoate,mometasone furoate,apotex corp,2016,NA,199743
mometasone furoate,mometasone furoate,glenmark pharma,2013,69207,67503
mometasone furoate,mometasone furoate,glenmark pharma,2014,62253,61938
mometasone furoate,mometasone furoate,glenmark pharma,2015,75297,75218
mometasone furoate,mometasone furoate,glenmark pharma,2016,114933,114862
mometasone furoate,mometasone furoate,global pharm,2013,60364,56904
mometasone furoate,mometasone furoate,global pharm,2014,80006,75783
mometasone furoate,mometasone furoate,global pharm,2015,59854,55203
mometasone furoate,mometasone furoate,global pharm,2016,17192,15428
mometasone furoate,mometasone furoate,global/impax,2013,NA,3460
mometasone furoate,mometasone furoate,global/impax,2014,NA,4223
mometasone furoate,mometasone furoate,global/impax,2015,NA,4651
mometasone furoate,mometasone furoate,global/impax,2016,NA,1764
mometasone furoate,mometasone furoate,harris pharm,2013,27108,25947
mometasone furoate,mometasone furoate,harris pharm,2014,22370,21526
mometasone furoate,mometasone furoate,harris pharm,2015,13457,13098
mometasone furoate,mometasone furoate,harris pharm,2016,5063,4907
mometasone furoate,mometasone furoate,sandoz,2016,NA,97286
montelukast sodium,montelukast sodium,acetris health,2016,NA,2741
montelukast sodium,montelukast sodium,ahp,2013,3168,NA
montelukast sodium,montelukast sodium,ahp,2014,3613,NA
montelukast sodium,montelukast sodium,ahp,2015,3875,1822
montelukast sodium,montelukast sodium,ahp,2016,2157,1879
montelukast sodium,montelukast sodium,ajanta pharma l,2015,NA,18
montelukast sodium,montelukast sodium,ajanta pharma l,2016,NA,102725
montelukast sodium,montelukast sodium,avkare,2013,3412,3402
montelukast sodium,montelukast sodium,avkare,2014,22867,22804
montelukast sodium,montelukast sodium,avkare,2015,17510,17409
montelukast sodium,montelukast sodium,avkare,2016,11093,11023
montelukast sodium,montelukast sodium,bionpharma inc.,2015,549,565
montelukast sodium,montelukast sodium,bionpharma inc.,2016,159181,160119
montelukast sodium,montelukast sodium,camber pharmace,2016,1526124,1527235
montelukast sodium,montelukast sodium,citron pharma l,2016,NA,297
montelukast sodium,montelukast sodium,dr.reddy's lab,2013,752696,751366
montelukast sodium,montelukast sodium,dr.reddy's lab,2014,1071856,1070662
montelukast sodium,montelukast sodium,dr.reddy's lab,2015,1198012,1197556
montelukast sodium,montelukast sodium,dr.reddy's lab,2016,718399,718217
montelukast sodium,montelukast sodium,kremers urban,2013,82331,81932
montelukast sodium,montelukast sodium,kremers urban,2014,102871,102747
montelukast sodium,montelukast sodium,kremers urban,2015,75308,75161
montelukast sodium,montelukast sodium,kremers urban,2016,114315,114199
montelukast sodium,montelukast sodium,legacy pharmace,2016,147882,154933
montelukast sodium,montelukast sodium,macleods pharma,2015,133535,133559
montelukast sodium,montelukast sodium,macleods pharma,2016,235678,235848
montelukast sodium,montelukast sodium,mylan,2013,594624,594355
montelukast sodium,montelukast sodium,mylan,2014,98722,98490
montelukast sodium,montelukast sodium,mylan,2015,40355,40170
montelukast sodium,montelukast sodium,mylan,2016,23603,23454
montelukast sodium,montelukast sodium,qualitest/par p,2013,358200,358129
montelukast sodium,montelukast sodium,qualitest/par p,2014,730953,730815
montelukast sodium,montelukast sodium,qualitest/par p,2015,723786,723648
montelukast sodium,montelukast sodium,qualitest/par p,2016,502251,502189
montelukast sodium,montelukast sodium,unichem pharmac,2016,NA,26161
morphine sulfate er,morphine sulfate,actavis pharma/,2013,53562,NA
morphine sulfate er,morphine sulfate,actavis pharma/,2014,59995,16759
morphine sulfate er,morphine sulfate,actavis pharma/,2015,50279,44219
morphine sulfate er,morphine sulfate,actavis pharma/,2016,166253,166447
morphine sulfate er,morphine sulfate,ahp,2014,129,NA
morphine sulfate er,morphine sulfate,ahp,2015,302,70
morphine sulfate er,morphine sulfate,ahp,2016,202,150
morphine sulfate er,morphine sulfate,mallinckrodt ph,2013,1311620,1311596
morphine sulfate er,morphine sulfate,mallinckrodt ph,2014,1361275,1361078
morphine sulfate er,morphine sulfate,mallinckrodt ph,2015,933488,933303
morphine sulfate er,morphine sulfate,mallinckrodt ph,2016,851132,850968
ms contin,morphine sulfate,purdue pharma l,2013,4890,4701
ms contin,morphine sulfate,purdue pharma l,2014,4781,4596
ms contin,morphine sulfate,purdue pharma l,2015,4264,4147
ms contin,morphine sulfate,purdue pharma l,2016,3739,3637
morphine sulfate er,morphine sulfate,ranbaxy/sun pha,2015,1617,1636
morphine sulfate er,morphine sulfate,ranbaxy/sun pha,2016,163654,164906
morphine sulfate,morphine sulfate,tris pharma inc,2016,NA,1621
morphine sulfate,morphine sulfate,vistapharm,2013,644,NA
morphine sulfate,morphine sulfate,vistapharm,2014,1807,NA
morphine sulfate,morphine sulfate,vistapharm,2015,1384,NA
morphine sulfate,morphine sulfate,vistapharm,2016,246,NA
morphine sulfate,morphine sulfate,"west-ward, inc.",2013,408525,404400
morphine sulfate,morphine sulfate,"west-ward, inc.",2014,429517,426430
morphine sulfate,morphine sulfate,"west-ward, inc.",2015,451339,448870
morphine sulfate,morphine sulfate,"west-ward, inc.",2016,458257,458340
moxifloxacin hcl,moxifloxacin hcl,citron pharma l,2016,NA,3420
mupirocin,mupirocin,biomes pharmace,2016,NA,53
bactroban,mupirocin,glaxosmithkline,2013,954,NA
bactroban,mupirocin,glaxosmithkline,2014,877,NA
bactroban,mupirocin,glaxosmithkline,2015,722,NA
bactroban,mupirocin,glaxosmithkline,2016,112,NA
centany,mupirocin,medimetriks pha,2013,550,NA
centany,mupirocin,medimetriks pha,2014,244,NA
centany,mupirocin,medimetriks pha,2015,88,NA
centany,mupirocin,medimetriks pha,2016,84,NA
bactroban,mupirocin calcium,glaxosmithkline,2013,25976,NA
bactroban,mupirocin calcium,glaxosmithkline,2014,3158,NA
bactroban,mupirocin calcium,glaxosmithkline,2015,2423,NA
bactroban,mupirocin calcium,glaxosmithkline,2016,610,NA
mupirocin,mupirocin calcium,prasco labs,2013,45966,NA
mupirocin,mupirocin calcium,prasco labs,2014,72090,NA
mupirocin,mupirocin calcium,prasco labs,2015,48995,NA
mupirocin,mupirocin calcium,prasco labs,2016,3670,NA
mycophenolate mofetil,mycophenolate mofetil,apotex corp,2013,7046,3867
mycophenolate mofetil,mycophenolate mofetil,apotex corp,2014,9984,7699
mycophenolate mofetil,mycophenolate mofetil,apotex corp,2015,4320,2921
mycophenolate mofetil,mycophenolate mofetil,apotex corp,2016,384,254
mycophenolate mofetil,mycophenolate mofetil,sandoz,2013,9698,9495
mycophenolate mofetil,mycophenolate mofetil,sandoz,2014,8354,8184
mycophenolate mofetil,mycophenolate mofetil,sandoz,2015,11976,11710
mycophenolate mofetil,mycophenolate mofetil,sandoz,2016,5806,5682
mycophenolate mofetil,mycophenolate mofetil,zydus pharmaceu,2013,1497,1182
mycophenolate mofetil,mycophenolate mofetil,zydus pharmaceu,2014,1014,743
mycophenolate mofetil,mycophenolate mofetil,zydus pharmaceu,2015,340,208
mycophenolate mofetil,mycophenolate mofetil,zydus pharmaceu,2016,195,117
mycophenolic acid,mycophenolate sodium,mylan instituti,2014,64,NA
mycophenolic acid,mycophenolate sodium,mylan instituti,2015,101,NA
mycophenolic acid,mycophenolate sodium,mylan instituti,2016,64,NA
trumenba,"n.meningitidis b,lipid fhbp rc",wyeth/pfizer,2015,NA,61
trumenba,"n.meningitidis b,lipid fhbp rc",wyeth/pfizer,2016,NA,247
nabumetone,nabumetone,actavis/impax g,2013,NA,355877
nabumetone,nabumetone,actavis/impax g,2014,NA,308109
nabumetone,nabumetone,actavis/impax g,2015,NA,256135
nabumetone,nabumetone,actavis/impax g,2016,NA,185108
nabumetone,nabumetone,ahp,2014,NA,30
nabumetone,nabumetone,ahp,2015,NA,40
nabumetone,nabumetone,ahp,2016,NA,89
nabumetone,nabumetone,dr.reddy's lab,2016,NA,59
nabumetone,nabumetone,teva usa/impax,2013,365202,9325
nabumetone,nabumetone,teva usa/impax,2014,316949,8840
nabumetone,nabumetone,teva usa/impax,2015,262578,6443
nabumetone,nabumetone,teva usa/impax,2016,189622,4514
nadolol,nadolol,"cipla usa, inc.",2016,NA,40735
corgard,nadolol,pfizer/us world,2013,3766,1891
corgard,nadolol,pfizer/us world,2014,3663,1789
corgard,nadolol,pfizer/us world,2015,3530,1801
corgard,nadolol,pfizer/us world,2016,1867,1036
corgard,nadolol,us worldmeds,2016,NA,1391
synarel,nafarelin acetate,pharmaci/pfizer,2013,NA,44
synarel,nafarelin acetate,pharmaci/pfizer,2014,NA,52
synarel,nafarelin acetate,pharmaci/pfizer,2015,NA,45
synarel,nafarelin acetate,pharmaci/pfizer,2016,NA,61
nafcillin sodium,nafcillin sodium,sagent pharmace,2013,600,480
nafcillin sodium,nafcillin sodium,sagent pharmace,2014,679,515
nafcillin sodium,nafcillin sodium,sagent pharmace,2015,1067,877
nafcillin sodium,nafcillin sodium,sagent pharmace,2016,637,534
nafcillin sodium,nafcillin sodium,sandoz,2013,2165,1515
nafcillin sodium,nafcillin sodium,sandoz,2014,1195,815
