brand_name,generic_name,manufacturer,year,total_claims_16,total_claims_17
metoprolol tartrate,metoprolol tartrate,greenstone llc.,2015,7868,NA
metoprolol tartrate,metoprolol tartrate,greenstone llc.,2016,172,NA
metoprolol tartrate,metoprolol tartrate,lucid pharma ll,2014,12416,NA
metoprolol tartrate,metoprolol tartrate,lucid pharma ll,2015,25681,NA
metoprolol tartrate,metoprolol tartrate,lucid pharma ll,2016,27735,NA
metoprolol tartrate,metoprolol tartrate,major pharmaceu,2013,3211,NA
metoprolol tartrate,metoprolol tartrate,pd-rx pharm,2013,NA,12
metoprolol tartrate,metoprolol tartrate,pd-rx pharm,2014,NA,25
metoprolol tartrate,metoprolol tartrate,pd-rx pharm,2015,NA,50
metoprolol tartrate,metoprolol tartrate,pd-rx pharm,2016,NA,57
metozolv odt,metoclopramide hcl,salix pharmaceu,2013,510,NA
metozolv odt,metoclopramide hcl,salix pharmaceu,2014,375,NA
metozolv odt,metoclopramide hcl,salix pharmaceu,2015,233,NA
metozolv odt,metoclopramide hcl,salix pharmaceu,2016,51,NA
metrogel-vaginal,metronidazole,valeant,2013,104,NA
metrogel-vaginal,metronidazole,valeant,2014,137,NA
metrogel-vaginal,metronidazole,valeant,2015,192,NA
metrogel-vaginal,metronidazole,valeant,2016,120,NA
metronidazole,metronidazole,actavis pharma,2013,577051,NA
metronidazole,metronidazole,actavis pharma,2014,611950,NA
metronidazole,metronidazole,actavis pharma,2015,479277,NA
metronidazole,metronidazole,actavis pharma,2016,447141,NA
metronidazole,metronidazole,actavis pharma/,2013,NA,74825
metronidazole,metronidazole,actavis pharma/,2014,NA,78033
metronidazole,metronidazole,actavis pharma/,2015,NA,428768
metronidazole,metronidazole,actavis pharma/,2016,NA,445078
metronidazole,metronidazole,nivagen pharmac,2016,NA,74
metronidazole,metronidazole,"pliva, inc",2013,803190,NA
metronidazole,metronidazole,"pliva, inc",2014,723831,NA
metronidazole,metronidazole,"pliva, inc",2015,762535,NA
metronidazole,metronidazole,"pliva, inc",2016,735352,NA
metronidazole,metronidazole,rising pharm,2016,NA,7303
metronidazole,metronidazole,teva usa,2013,NA,803190
metronidazole,metronidazole,teva usa,2014,NA,723831
metronidazole,metronidazole,teva usa,2015,NA,762535
metronidazole,metronidazole,teva usa,2016,NA,735352
metronidazole,metronidazole/sodium chloride,claris lifescie,2013,109,NA
metronidazole,metronidazole/sodium chloride,claris lifescie,2014,367,NA
metronidazole,metronidazole/sodium chloride,claris lifescie,2015,559,NA
metronidazole,metronidazole/sodium chloride,claris lifescie,2016,559,NA
metronidazole,metronidazole/sodium chloride,claris/baxter,2013,NA,109
metronidazole,metronidazole/sodium chloride,claris/baxter,2014,NA,367
metronidazole,metronidazole/sodium chloride,claris/baxter,2015,NA,559
metronidazole,metronidazole/sodium chloride,claris/baxter,2016,NA,559
metronidazole,metronidazole/sodium chloride,hospira,2013,2786,NA
metronidazole,metronidazole/sodium chloride,hospira,2014,2461,NA
metronidazole,metronidazole/sodium chloride,hospira,2015,3263,NA
metronidazole,metronidazole/sodium chloride,hospira,2016,2593,NA
metronidazole,metronidazole/sodium chloride,hospira/pfizer,2013,NA,2786
metronidazole,metronidazole/sodium chloride,hospira/pfizer,2014,NA,2461
metronidazole,metronidazole/sodium chloride,hospira/pfizer,2015,NA,3263
metronidazole,metronidazole/sodium chloride,hospira/pfizer,2016,NA,2593
miacalcin,"calcitonin,salmon,synthetic",mylan instituti,2016,NA,56
miacalcin,"calcitonin,salmon,synthetic",sebela pharmace,2013,2039,NA
miacalcin,"calcitonin,salmon,synthetic",sebela pharmace,2014,1556,NA
miacalcin,"calcitonin,salmon,synthetic",sebela pharmace,2015,777,NA
miacalcin,"calcitonin,salmon,synthetic",sebela pharmace,2016,103,NA
miacalcin,"calcitonin,salmon,synthetic",sebela/mylan in,2013,4752,NA
miacalcin,"calcitonin,salmon,synthetic",sebela/mylan in,2014,3099,NA
miacalcin,"calcitonin,salmon,synthetic",sebela/mylan in,2015,2190,NA
miacalcin,"calcitonin,salmon,synthetic",sebela/mylan in,2016,1399,NA
miconazole 3,miconazole nitrate,actavis pharma,2013,1862,NA
miconazole 3,miconazole nitrate,actavis pharma,2014,2042,NA
miconazole 3,miconazole nitrate,actavis pharma,2015,1905,NA
miconazole 3,miconazole nitrate,actavis pharma,2016,2032,NA
miconazole 3,miconazole nitrate,actavis pharma/,2013,NA,1862
miconazole 3,miconazole nitrate,actavis pharma/,2014,NA,2042
miconazole 3,miconazole nitrate,actavis pharma/,2015,NA,1905
miconazole 3,miconazole nitrate,actavis pharma/,2016,NA,2032
microgestin,norethindrone ac-eth estradiol,actavis pharma,2014,423,NA
microgestin,norethindrone ac-eth estradiol,actavis pharma,2015,2945,NA
microgestin,norethindrone ac-eth estradiol,actavis pharma,2016,2491,NA
microgestin,norethindrone ac-eth estradiol,mayne pharma in,2016,NA,558
microgestin 24 fe,norethindrone-e.estradiol-iron,actavis pharma/,2016,NA,134
microgestin fe,norethindrone-e.estradiol-iron,actavis pharma,2014,572,NA
microgestin fe,norethindrone-e.estradiol-iron,actavis pharma,2015,6135,NA
microgestin fe,norethindrone-e.estradiol-iron,actavis pharma,2016,5998,NA
microgestin fe,norethindrone-e.estradiol-iron,mayne pharma in,2016,NA,797
midazolam hcl,midazolam hcl,fresenius kabi,2013,NA,453
midazolam hcl,midazolam hcl,fresenius kabi,2014,NA,420
midazolam hcl,midazolam hcl,fresenius kabi,2015,NA,251
midazolam hcl,midazolam hcl,fresenius kabi,2016,NA,131
midazolam hcl,midazolam hcl,perrigo co.,2013,NA,150
midazolam hcl,midazolam hcl,perrigo co.,2014,NA,38
midazolam hcl,midazolam hcl,perrigo co.,2015,NA,14
midazolam hcl,midazolam hcl,perrigo co.,2016,NA,64
midazolam hcl,midazolam hcl/pf,bd rx inc./app,2015,109,NA
midazolam hcl,midazolam hcl/pf,bd rx inc./app,2016,135,NA
midazolam hcl,midazolam hcl/pf,fresenius kabi,2015,NA,109
midazolam hcl,midazolam hcl/pf,fresenius kabi,2016,NA,135
midazolam hcl,midazolam hcl/pf,hospira,2013,2092,NA
midazolam hcl,midazolam hcl/pf,hospira,2014,4771,NA
midazolam hcl,midazolam hcl/pf,hospira,2015,5386,NA
midazolam hcl,midazolam hcl/pf,hospira,2016,8270,NA
midazolam hcl,midazolam hcl/pf,hospira/pfizer,2013,NA,2043
midazolam hcl,midazolam hcl/pf,hospira/pfizer,2014,NA,4700
midazolam hcl,midazolam hcl/pf,hospira/pfizer,2015,NA,5190
midazolam hcl,midazolam hcl/pf,hospira/pfizer,2016,NA,8129
midodrine hcl,midodrine hcl,avkare,2013,NA,18
midodrine hcl,midodrine hcl,avkare,2014,NA,31
midodrine hcl,midodrine hcl,avkare,2015,NA,48
midodrine hcl,midodrine hcl,avkare,2016,NA,109
midodrine hcl,midodrine hcl,upsher-smith la,2013,NA,74205
midodrine hcl,midodrine hcl,upsher-smith la,2014,NA,70678
midodrine hcl,midodrine hcl,upsher-smith la,2015,NA,127071
midodrine hcl,midodrine hcl,upsher-smith la,2016,NA,128799
midodrine hcl,midodrine hcl,upsher smith,2013,74205,NA
midodrine hcl,midodrine hcl,upsher smith,2014,70678,NA
midodrine hcl,midodrine hcl,upsher smith,2015,127071,NA
midodrine hcl,midodrine hcl,upsher smith,2016,128799,NA
miglitol,miglitol,sun pharmaceuti,2016,NA,1572
millipred,prednisolone,zylera,2013,2371,NA
milrinone in 5% dextrose,milrinone lactate/d5w,hospira,2013,22,NA
milrinone in 5% dextrose,milrinone lactate/d5w,hospira,2014,65,NA
milrinone in 5% dextrose,milrinone lactate/d5w,hospira,2015,186,NA
milrinone in 5% dextrose,milrinone lactate/d5w,hospira,2016,95,NA
milrinone in 5% dextrose,milrinone lactate/d5w,hospira/pfizer,2013,NA,45
milrinone in 5% dextrose,milrinone lactate/d5w,hospira/pfizer,2014,NA,83
milrinone in 5% dextrose,milrinone lactate/d5w,hospira/pfizer,2015,NA,191
milrinone in 5% dextrose,milrinone lactate/d5w,hospira/pfizer,2016,NA,194
milrinone lactate,milrinone lactate,hospira,2015,63,NA
milrinone lactate,milrinone lactate,hospira,2016,539,NA
milrinone lactate,milrinone lactate,hospira/pfizer,2015,NA,100
milrinone lactate,milrinone lactate,hospira/pfizer,2016,NA,650
minipress,prazosin hcl,pfizer us pharm,2013,168,NA
minipress,prazosin hcl,pfizer us pharm,2014,100,NA
minipress,prazosin hcl,pfizer us pharm,2015,70,NA
minipress,prazosin hcl,pfizer us pharm,2016,82,NA
minocin,minocycline hcl,medicines comp.,2016,NA,91
minocin,minocycline hcl,valeant,2014,18,NA
minocin,minocycline hcl,valeant,2015,144,NA
minocin,minocycline hcl,valeant,2016,144,NA
minocycline hcl,minocycline hcl,actavis pharma,2013,207229,NA
minocycline hcl,minocycline hcl,actavis pharma,2014,191245,NA
minocycline hcl,minocycline hcl,actavis pharma,2015,160280,NA
minocycline hcl,minocycline hcl,actavis pharma,2016,167420,NA
minocycline hcl,minocycline hcl,actavis pharma/,2013,NA,207229
minocycline hcl,minocycline hcl,actavis pharma/,2014,NA,191245
minocycline hcl,minocycline hcl,actavis pharma/,2015,NA,160280
minocycline hcl,minocycline hcl,actavis pharma/,2016,NA,167420
minocycline hcl,minocycline hcl,global pharm,2013,3764,NA
minocycline hcl,minocycline hcl,global pharm,2014,635,NA
minocycline hcl,minocycline hcl,global pharm,2015,289,NA
minocycline hcl,minocycline hcl,global pharm,2016,235,NA
minocycline hcl,minocycline hcl,torrent pharmac,2016,NA,64752
minocycline hcl er,minocycline hcl,prugen pharmace,2016,NA,58
minoxidil,minoxidil,actavis pharma,2013,184773,NA
minoxidil,minoxidil,actavis pharma,2014,170363,NA
minoxidil,minoxidil,actavis pharma,2015,143536,NA
minoxidil,minoxidil,actavis pharma,2016,133641,NA
minoxidil,minoxidil,actavis pharma/,2013,NA,184773
minoxidil,minoxidil,actavis pharma/,2014,NA,170363
minoxidil,minoxidil,actavis pharma/,2015,NA,143536
minoxidil,minoxidil,actavis pharma/,2016,NA,133641
mirtazapine,mirtazapine,actavis pharma/,2013,NA,283725
mirtazapine,mirtazapine,actavis pharma/,2014,NA,295279
mirtazapine,mirtazapine,actavis pharma/,2015,NA,174057
mirtazapine,mirtazapine,actavis pharma/,2016,NA,108636
mirtazapine,mirtazapine,actavis/impax g,2013,NA,21271
mirtazapine,mirtazapine,actavis/impax g,2014,NA,20354
mirtazapine,mirtazapine,actavis/impax g,2015,NA,20779
mirtazapine,mirtazapine,actavis/impax g,2016,NA,30283
mirtazapine,mirtazapine,major pharmaceu,2016,NA,1327
mirtazapine,mirtazapine,sun pharmaceuti,2016,NA,38367
mirtazapine,mirtazapine,teva usa/impax,2013,21271,NA
mirtazapine,mirtazapine,teva usa/impax,2014,20354,NA
mirtazapine,mirtazapine,teva usa/impax,2015,20779,NA
mirtazapine,mirtazapine,teva usa/impax,2016,30283,NA
mitigare,colchicine,"hikma americas,",2016,NA,1328
modafinil,modafinil,actavis pharma,2013,14333,NA
modafinil,modafinil,actavis pharma,2014,23021,NA
modafinil,modafinil,actavis pharma,2015,11366,NA
modafinil,modafinil,actavis pharma,2016,14959,NA
modafinil,modafinil,actavis pharma/,2013,NA,14333
modafinil,modafinil,actavis pharma/,2014,NA,23021
modafinil,modafinil,actavis pharma/,2015,NA,11366
modafinil,modafinil,actavis pharma/,2016,NA,14959
modafinil,modafinil,alembic pharmac,2016,NA,877
modafinil,modafinil,avkare,2015,112,NA
modafinil,modafinil,avkare,2016,112,NA
modafinil,modafinil,citron pharma l,2016,NA,15020
modafinil,modafinil,"karalex pharma,",2013,20,NA
modafinil,modafinil,"karalex pharma,",2014,891,NA
modafinil,modafinil,"karalex pharma,",2015,2129,NA
modafinil,modafinil,"karalex pharma,",2016,7095,NA
modafinil,modafinil,mylan instituti,2013,87,NA
modafinil,modafinil,mylan instituti,2014,82,NA
modafinil,modafinil,mylan instituti,2015,87,NA
modafinil,modafinil,mylan instituti,2016,62,NA
modafinil,modafinil,"orchidpharma, i",2013,NA,20
modafinil,modafinil,"orchidpharma, i",2014,NA,891
modafinil,modafinil,"orchidpharma, i",2015,NA,2129
modafinil,modafinil,"orchidpharma, i",2016,NA,7095
modafinil,modafinil,qualitest,2013,23310,NA
modafinil,modafinil,qualitest,2014,54996,NA
modafinil,modafinil,qualitest,2015,72381,NA
modafinil,modafinil,qualitest,2016,28608,NA
modafinil,modafinil,qualitest/par p,2013,NA,21541
modafinil,modafinil,qualitest/par p,2014,NA,51466
modafinil,modafinil,qualitest/par p,2015,NA,69016
modafinil,modafinil,qualitest/par p,2016,NA,27301
moderiba,ribavirin,abbvie us llc,2014,1629,NA
moderiba,ribavirin,abbvie us llc,2015,1284,NA
moderiba,ribavirin,abbvie us llc,2016,326,NA
molindone hcl,molindone hcl,corepharma llc,2016,NA,555
mometasone furoate,mometasone furoate,apotex corp,2016,NA,199743
mometasone furoate,mometasone furoate,global/impax,2013,NA,3460
mometasone furoate,mometasone furoate,global/impax,2014,NA,4223
mometasone furoate,mometasone furoate,global/impax,2015,NA,4651
mometasone furoate,mometasone furoate,global/impax,2016,NA,1764
mometasone furoate,mometasone furoate,sandoz,2016,NA,97286
monoject insulin safety syrng,"syringe w-ndl, disp., insulin",sherwood,2013,25557,NA
monoject insulin safety syrng,"syringe w-ndl, disp., insulin",sherwood,2014,25035,NA
monoject insulin safety syrng,"syringe w-ndl, disp., insulin",sherwood,2015,20195,NA
monoject insulin safety syrng,"syringe w-ndl, disp., insulin",sherwood,2016,20336,NA
monoject insulin safety syrng,"syringe with needle, insulin",sherwood,2013,NA,25557
monoject insulin safety syrng,"syringe with needle, insulin",sherwood,2014,NA,25035
monoject insulin safety syrng,"syringe with needle, insulin",sherwood,2015,NA,20195
monoject insulin safety syrng,"syringe with needle, insulin",sherwood,2016,NA,20336
mononessa,norgestimate-ethinyl estradiol,actavis pharma,2013,14804,NA
mononessa,norgestimate-ethinyl estradiol,actavis pharma,2014,13375,NA
mononessa,norgestimate-ethinyl estradiol,actavis pharma,2015,12524,NA
mononessa,norgestimate-ethinyl estradiol,actavis pharma,2016,13682,NA
mononessa,norgestimate-ethinyl estradiol,actavis pharma/,2013,NA,14804
mononessa,norgestimate-ethinyl estradiol,actavis pharma/,2014,NA,13375
mononessa,norgestimate-ethinyl estradiol,actavis pharma/,2015,NA,12524
mononessa,norgestimate-ethinyl estradiol,actavis pharma/,2016,NA,13682
montelukast sodium,montelukast sodium,acetris health,2016,NA,2741
montelukast sodium,montelukast sodium,ahp,2013,3168,NA
montelukast sodium,montelukast sodium,ahp,2014,3613,NA
montelukast sodium,montelukast sodium,ajanta pharma l,2015,NA,18
montelukast sodium,montelukast sodium,ajanta pharma l,2016,NA,102725
montelukast sodium,montelukast sodium,citron pharma l,2016,NA,297
montelukast sodium,montelukast sodium,qualitest,2013,358200,NA
montelukast sodium,montelukast sodium,qualitest,2014,730953,NA
montelukast sodium,montelukast sodium,qualitest,2015,723786,NA
montelukast sodium,montelukast sodium,qualitest,2016,502251,NA
montelukast sodium,montelukast sodium,qualitest/par p,2013,NA,358129
montelukast sodium,montelukast sodium,qualitest/par p,2014,NA,730815
montelukast sodium,montelukast sodium,qualitest/par p,2015,NA,723648
montelukast sodium,montelukast sodium,qualitest/par p,2016,NA,502189
montelukast sodium,montelukast sodium,unichem pharmac,2016,NA,26161
monurol,fosfomycin tromethamine,actavis u.s. br,2013,17032,NA
monurol,fosfomycin tromethamine,actavis u.s. br,2014,25411,NA
monurol,fosfomycin tromethamine,actavis u.s. br,2015,9690,NA
monurol,fosfomycin tromethamine,actavis u.s. br,2016,1337,NA
morphine sulfate,morphine sulfate,hospira,2013,2702,NA
morphine sulfate,morphine sulfate,hospira,2014,3198,NA
morphine sulfate,morphine sulfate,hospira,2015,3096,NA
morphine sulfate,morphine sulfate,hospira,2016,2853,NA
morphine sulfate,morphine sulfate,hospira/pfizer,2013,NA,2702
morphine sulfate,morphine sulfate,hospira/pfizer,2014,NA,3198
morphine sulfate,morphine sulfate,hospira/pfizer,2015,NA,3096
morphine sulfate,morphine sulfate,hospira/pfizer,2016,NA,2853
morphine sulfate,morphine sulfate,tris pharma inc,2016,NA,1621
morphine sulfate,morphine sulfate,vistapharm,2013,644,NA
morphine sulfate,morphine sulfate,vistapharm,2014,1807,NA
morphine sulfate,morphine sulfate,vistapharm,2015,1384,NA
morphine sulfate,morphine sulfate,vistapharm,2016,246,NA
morphine sulfate er,morphine sulfate,actavis pharma,2013,53562,NA
morphine sulfate er,morphine sulfate,actavis pharma,2014,59995,NA
morphine sulfate er,morphine sulfate,actavis pharma,2015,50279,NA
morphine sulfate er,morphine sulfate,actavis pharma,2016,166253,NA
morphine sulfate er,morphine sulfate,actavis pharma/,2014,NA,16759
morphine sulfate er,morphine sulfate,actavis pharma/,2015,NA,44219
morphine sulfate er,morphine sulfate,actavis pharma/,2016,NA,166447
morphine sulfate er,morphine sulfate,ahp,2014,129,NA
morphine sulfate er,morphine sulfate,qualitest,2013,115502,NA
morphine sulfate er,morphine sulfate,qualitest,2014,110789,NA
morphine sulfate er,morphine sulfate,qualitest,2015,538022,NA
morphine sulfate er,morphine sulfate,qualitest,2016,272964,NA
morphine sulfate er,morphine sulfate,qualitest/par p,2013,NA,115502
morphine sulfate er,morphine sulfate,qualitest/par p,2014,NA,110789
morphine sulfate er,morphine sulfate,qualitest/par p,2015,NA,538022
morphine sulfate er,morphine sulfate,qualitest/par p,2016,NA,272964
morphine sulfate er,morphine sulfate,upsher smith,2013,559,NA
morphine sulfate er,morphine sulfate,upsher smith,2014,20922,NA
morphine sulfate er,morphine sulfate,upsher smith,2015,40523,NA
morphine sulfate er,morphine sulfate,upsher smith,2016,34007,NA
morphine sulfate er,morphine sulfate,upsher smith la,2013,NA,559
morphine sulfate er,morphine sulfate,upsher smith la,2014,NA,20922
morphine sulfate er,morphine sulfate,upsher smith la,2015,NA,40523
morphine sulfate er,morphine sulfate,upsher smith la,2016,NA,34007
moxifloxacin hcl,moxifloxacin hcl,citron pharma l,2016,NA,3420
multivitamin with fluoride,pedi multivit no.17 w-fluoride,puretek corpora,2013,NA,32
multivitamin with fluoride,pedi multivit no.17 w-fluoride,puretek corpora,2014,NA,102
multivitamin with fluoride,pedi multivit no.17 w-fluoride,puretek corpora,2015,NA,26
multivitamin with fluoride,pedi multivit no.17 w-fluoride,puretek corpora,2016,NA,84
mupirocin,mupirocin,biomes pharmace,2016,NA,53
mupirocin,mupirocin calcium,prasco labs,2013,45966,NA
mupirocin,mupirocin calcium,prasco labs,2014,72090,NA
mupirocin,mupirocin calcium,prasco labs,2015,48995,NA
mupirocin,mupirocin calcium,prasco labs,2016,3670,NA
mustargen,mechlorethamine hcl,recordati rare,2014,101,NA
mustargen,mechlorethamine hcl,recordati rare,2015,77,NA
mustargen,mechlorethamine hcl,recordati rare,2016,63,NA
myalept,metreleptin,aegerion pharma,2016,NA,149
mycobutin,rifabutin,pharmacia/upjhn,2013,6794,NA
mycobutin,rifabutin,pharmacia/upjhn,2014,3719,NA
mycobutin,rifabutin,pharmacia/upjhn,2015,560,NA
mycobutin,rifabutin,pharmacia/upjhn,2016,103,NA
mycophenolic acid,mycophenolate sodium,mylan instituti,2014,64,NA
mycophenolic acid,mycophenolate sodium,mylan instituti,2015,101,NA
mycophenolic acid,mycophenolate sodium,mylan instituti,2016,64,NA
myleran,busulfan,aspen/prasco la,2013,51,NA
myleran,busulfan,aspen/prasco la,2014,79,NA
myleran,busulfan,aspen/prasco la,2015,59,NA
myleran,busulfan,aspen/prasco la,2016,58,NA
mytesi,crofelemer,napo pharmaceut,2016,NA,266
myzilra,levonorgestrel-ethin estradiol,qualitest,2013,1866,NA
myzilra,levonorgestrel-ethin estradiol,qualitest,2014,2267,NA
myzilra,levonorgestrel-ethin estradiol,qualitest,2015,1821,NA
myzilra,levonorgestrel-ethin estradiol,qualitest,2016,1768,NA
myzilra,levonorgestrel-ethin estradiol,qualitest/par p,2013,NA,1866
myzilra,levonorgestrel-ethin estradiol,qualitest/par p,2014,NA,2267
myzilra,levonorgestrel-ethin estradiol,qualitest/par p,2015,NA,1821
myzilra,levonorgestrel-ethin estradiol,qualitest/par p,2016,NA,1768
nabumetone,nabumetone,actavis pharma,2013,258225,NA
nabumetone,nabumetone,actavis pharma,2014,326259,NA
nabumetone,nabumetone,actavis pharma,2015,294265,NA
nabumetone,nabumetone,actavis pharma,2016,286065,NA
nabumetone,nabumetone,actavis pharma/,2013,NA,258225
nabumetone,nabumetone,actavis pharma/,2014,NA,326259
